"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"RCurl","RCurl","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.98-1.12",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"reactable","reactable","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4.4",NA,"R (>= 3.1)","digest, htmltools (>= 0.5.2), htmlwidgets (>= 1.5.3),
jsonlite, reactR",NA,"covr, crosstalk, dplyr, fontawesome, knitr, leaflet, MASS,
rmarkdown, shiny, sparkline, testthat, tippy, V8",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"reactR","reactR","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4.4",NA,NA,"htmltools",NA,"htmlwidgets (>= 1.5.3), rmarkdown, shiny, V8, knitr, usethis,
jsonlite",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"readr","readr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.1.4",NA,"R (>= 3.5)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.1.2), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"readxl","readxl","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.2",NA,"R (>= 3.5)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rematch","rematch","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rematch2","rematch2","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"remotes","remotes","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.4.2",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"renv","renv","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.17.3",NA,NA,"utils",NA,"BiocManager, cli, covr, devtools, jsonlite, knitr, miniUI,
packrat, pak, R6, remotes, reticulate, rmarkdown, rstudioapi,
shiny, testthat, uuid, yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"report","report","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.5.7",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), effectsize (> 0.8.2), insight (>=
0.19.1), parameters (>= 0.20.0), performance (>= 0.9.2),
datawizard (>= 0.6.5), stats, tools, utils",NA,"brms, ivreg, knitr, lavaan, lme4, dplyr, rmarkdown, rstanarm,
survival, testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"repr","repr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.6",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"reprex","reprex","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.2",NA,"R (>= 3.4)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"reshape","reshape","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"reshape2","reshape2","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"riskRegression","riskRegression","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2023.03.22",NA,"R (>= 3.5.0),","cmprsk, data.table (>= 1.12.2), doParallel, foreach, ggplot2
(>= 3.1.0), graphics, lattice, lava (>= 1.6.5), mets, mvtnorm,
parallel, plotrix, prodlim (>= 2018.4.18), Publish, ranger,
Rcpp, rms (>= 5.1.3), stats, survival (>= 2.44.1), timereg (>=
1.9.3)","Rcpp, RcppArmadillo","boot, smcfcs, casebase, glmnet, gbm, flexsurv, grpreg,
hal9001, mgcv, mstate, nnls, numDeriv, party, pec, penalized,
pROC, randomForest, randomForestSRC, rpart, scam, SuperLearner,
testthat, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"rJava","rJava","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0-6",NA,"R (>= 3.6.0), methods",NA,NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.3.0"
"rlang","rlang","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.1",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rmarkdown","rmarkdown","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.21",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.22), methods, stringr (>= 1.2.0), tinytex (>= 0.31), tools,
utils, xfun (>= 0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"Rmpfr","Rmpfr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.9-2",NA,"gmp (>= 0.6-1), R (>= 3.6.0)","stats, utils, methods",NA,"MASS, Bessel, polynom, sfsmisc (>= 1.1-14)","dfoptim, pracma, DPQ","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"rms","rms","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","6.7-0",NA,"R (>= 3.5.0), Hmisc (>= 5.1-0)","methods, survival, quantreg, ggplot2, SparseM, rpart, nlme (>=
3.1-123), polspline, multcomp, htmlTable (>= 1.11.0),
htmltools, MASS, cluster, digest, colorspace, knitr, grDevices",NA,"boot, tcltk, plotly (>= 4.5.6), mice, rmsb, nnet, VGAM,
lattice, kableExtra",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"ROCR","ROCR","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0-11",NA,"R (>= 3.6)","methods, graphics, grDevices, gplots, stats",NA,"testthat, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"roxygen2","roxygen2","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","7.2.3",NA,"R (>= 3.3)","brew, cli (>= 3.3.0), commonmark, desc (>= 1.2.0), knitr,
methods, pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2),
rlang (>= 1.0.6), stringi, stringr (>= 1.0.0), utils, withr,
xml2","cpp11","covr, R.methodsS3, R.oo, rmarkdown (>= 2.16), testthat (>=
3.1.2), yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rpart","rpart","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.1.19","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"rprojroot","rprojroot","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.0.3",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"Rsolnp","Rsolnp","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.16",NA,"R (>= 2.10.0)","truncnorm, parallel, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.3.0"
"RSQLite","RSQLite","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.3.1",NA,"R (>= 3.1.0)","bit64, blob (>= 1.2.0), DBI (>= 1.1.0), memoise, methods,
pkgconfig","plogr (>= 0.2.0), cpp11 (>= 0.4.0)","callr, DBItest (>= 1.7.2.9001), gert, gh, hms, knitr,
magrittr, rmarkdown, rvest, testthat (>= 3.0.0), withr, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"yes","4.3.0"
"rstatix","rstatix","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.7.2",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.2.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"rstudioapi","rstudioapi","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.14",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"Rttf2pt1","Rttf2pt1","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.3.12",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.3.0"
"rtweet","rtweet","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.0",NA,"R (>= 4.0.0)","bit64 (>= 4.0.5), curl (>= 4.3.2), httr (>= 1.3.0), httr2 (>=
0.2.2), jsonlite (>= 0.9.22), lifecycle (>= 1.0.0), methods,
progress (>= 1.2.2), rlang (>= 0.4.10), tibble (>= 1.3.4),
utils, withr (>= 2.5.0)",NA,"askpass (>= 1.1), covr (>= 3.5.1), dplyr (>= 1.0.9), ggplot2
(>= 3.3.5), httpuv (>= 1.6.5), igraph (>= 1.3.2), knitr (>=
1.39), magick (>= 2.7.3), maps (>= 3.4.0), openssl (>= 2.0.2),
rmarkdown (>= 2.14), testthat (>= 3.1.0), vcr (>= 0.6.0),
webshot (>= 0.5.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rversions","rversions","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.1.2",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"covr, mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rvest","rvest","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.3",NA,"R (>= 3.2)","glue, cli, httr (>= 0.5), lifecycle (>= 1.0.0), magrittr,
rlang (>= 1.0.0), selectr, tibble, xml2 (>= 1.3), withr",NA,"covr, knitr, readr, repurrrsive, rmarkdown, spelling, stringi
(>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rvg","rvg","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.3.3",NA,"R (>= 3.0)","grDevices, Rcpp (>= 0.12.12), officer (>= 0.6.2), gdtools (>=
0.3.3), xml2 (>= 1.0.0), rlang","Rcpp, gdtools","testthat, grid",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"s2","s2","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.4",NA,"R (>= 3.0.0)","Rcpp, wk (>= 0.6.0)","Rcpp, wk","bit64, testthat (>= 3.0.0), vctrs",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","4.3.0"
"sandwich","sandwich","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.0-2",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lme4, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.0"
"sass","sass","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4.6",NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"scales","scales","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, rlang (>= 1.0.0), viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), stringi,
testthat (>= 3.0.0), waldo (>= 0.4.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"see","see","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.7.5",NA,"graphics, grDevices, R (>= 3.6), stats","bayestestR (>= 0.13.0), correlation (>= 0.8.3), datawizard (>=
0.7.0), effectsize (>= 0.8.3), ggplot2 (>= 3.4.1), insight (>=
0.19.1), modelbased (>= 0.8.5), parameters (>= 0.20.2),
performance (>= 0.10.1)",NA,"brms, curl, emmeans, factoextra, ggdist, ggraph, ggrepel,
ggridges, ggside, glmmTMB, grid, httr, lavaan, lme4, logspline,
MASS, mclust, mgcv, metafor, NbClust, nFactors, patchwork,
poorman, psych, qqplotr, randomForest, rlang, rmarkdown,
rstanarm, scales (>= 1.2.1), splines, testthat (>= 3.1.7),
tidygraph, vdiffr (>= 1.0.5)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"selectr","selectr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.3.0"
"sessioninfo","sessioninfo","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.2",NA,"R (>= 2.10)","cli (>= 3.1.0), tools, utils",NA,"callr, covr, mockery, reticulate, rmarkdown, testthat, withr",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"sf","sf","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0-13",NA,"methods, R (>= 3.3.0)","classInt (>= 0.4-1), DBI (>= 0.8), graphics, grDevices, grid,
magrittr, Rcpp (>= 0.12.18), s2 (>= 1.1.0), stats, tools, units
(>= 0.7-0), utils","Rcpp","blob, covr, dplyr (>= 0.8-3), ggplot2, knitr, lwgeom (>=
0.2-1), maps, mapview, Matrix, microbenchmark, odbc, pbapply,
pillar, pool, raster, rlang, rmarkdown, RPostgres (>= 1.1.0),
RPostgreSQL, RSQLite, sp (>= 1.2-4), spatstat (>= 2.0-1),
spatstat.geom, spatstat.random, spatstat.linnet,
spatstat.utils, stars (>= 0.2-0), terra, testthat (>= 3.0.0),
tibble (>= 1.4.1), tidyr (>= 1.2.0), tidyselect (>= 1.0.0),
tmap (>= 2.0), vctrs, wk",NA,"GPL-2 | MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"sfheaders","sfheaders","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.4.2",NA,"R (>= 3.0.2)","Rcpp (>= 1.0.10)","geometries (>= 0.2.2), Rcpp","covr, knitr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"shades","shades","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.0",NA,NA,NA,NA,"testthat, covr, ggplot2","colorspace","BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.3.0"
"shape","shape","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.4.6",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"shiny","shiny","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7.4",NA,"R (>= 3.0.2), methods","utils, grDevices, httpuv (>= 1.5.2), mime (>= 0.3), jsonlite
(>= 0.9.16), xtable, fontawesome (>= 0.4.0), htmltools (>=
0.5.4), R6 (>= 2.0), sourcetools, later (>= 1.0.0), promises
(>= 1.1.0), tools, crayon, rlang (>= 0.4.10), fastmap (>=
1.1.0), withr, commonmark (>= 1.7), glue (>= 1.3.2), bslib (>=
0.3.0), cachem, ellipsis, lifecycle (>= 0.2.0)",NA,"datasets, Cairo (>= 1.5-5), testthat (>= 3.0.0), knitr (>=
1.6), markdown, rmarkdown, ggplot2, reactlog (>= 1.0.0),
magrittr, yaml, future, dygraphs, ragg, showtext, sass",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"shinycustomloader","shinycustomloader","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.9.0",NA,NA,"glue, shiny",NA,"shinycssloaders",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"shinyWidgets","shinyWidgets","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.7.6",NA,"R (>= 3.1.0)","anytime, bslib, sass, shiny (>= 1.6.0), htmltools (>= 0.5.1),
jsonlite, grDevices, rlang",NA,"shinydashboard, testthat, covr, shinydashboardPlus (>=
2.0.0), bs4Dash, argonR, argonDash, tablerDash, ggplot2, DT,
scales",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"sjlabelled","sjlabelled","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.2.0",NA,"R (>= 3.4)","insight, datawizard, stats, tools, utils",NA,"dplyr, haven (>= 1.1.2), magrittr, sjmisc, sjPlot, knitr,
rlang, rmarkdown, snakecase, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"sjmisc","sjmisc","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.8.9",NA,"R (>= 3.4)","dplyr, insight, magrittr, methods, purrr, rlang, sjlabelled
(>= 1.1.1), stats, tidyselect, utils",NA,"ggplot2, graphics, haven (>= 2.0.0), mice, nnet, sjPlot,
sjstats, knitr, rmarkdown, stringdist, testthat, tidyr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"sjPlot","sjPlot","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.8.14",NA,"R (>= 3.6)","graphics, grDevices, stats, utils, bayestestR, datawizard,
dplyr, ggeffects, ggplot2 (>= 3.2.0), knitr, insight, MASS,
parameters, performance, purrr, rlang, scales, sjlabelled (>=
1.1.2), sjmisc (>= 2.8.2), sjstats (>= 0.17.8), tidyr (>=
1.0.0)",NA,"brms, car, clubSandwich, cluster, cowplot, haven,
GPArotation, ggrepel, glmmTMB, gridExtra, ggridges, httr, lme4,
nFactors, pscl, psych, rmarkdown, rstanarm, sandwich, splines,
survey, TMB, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"sjstats","sjstats","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.18.2",NA,"R (>= 3.4), utils","bayestestR, broom, datawizard, dplyr, effectsize, emmeans,
insight, lme4, magrittr, MASS, modelr, parameters, performance,
purrr, rlang, sjlabelled, sjmisc, stats, tidyr",NA,"brms, car, coin, ggplot2, graphics, pscl, pwr, sjPlot,
survey, rstan, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"skimr","skimr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2.1.5",NA,"R (>= 3.1.2)","cli, dplyr (>= 0.8.0), knitr (>= 1.2), magrittr (>= 1.5),
pillar (>= 1.6.4), purrr, repr, rlang (>= 0.3.1), stats,
stringr (>= 1.1), tibble (>= 2.0.0), tidyr (>= 1.0), tidyselect
(>= 1.0.0), vctrs",NA,"covr, crayon, data.table, dtplyr, extrafont, haven,
lubridate, rmarkdown, testthat (>= 2.0.0), withr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"SleepCycles","SleepCycles","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1.4",NA,"R (>= 2.10)","ggplot2, reshape2, plyr, stringr, viridis",NA,"knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"snakecase","snakecase","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.11.0",NA,"R (>= 3.2)","stringr, stringi",NA,"testthat, covr, tibble, purrrlyr, knitr, rmarkdown, magrittr",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.0"
"SnowballC","SnowballC","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.7.1",NA,NA,NA,NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"sourcetools","sourcetools","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","0.1.7-1",NA,"R (>= 3.0.2)",NA,NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"sp","sp","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.6-0",NA,"R (>= 3.0.0), methods","utils, stats, graphics, grDevices, lattice, grid",NA,"RColorBrewer, rgdal (>= 1.2-3), rgeos (>= 0.3-13), gstat,
maptools, deldir, knitr, rmarkdown, sf",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"SparseM","SparseM","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.81",NA,"R (>= 2.15), methods","graphics, stats, utils",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"spatial","spatial","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","7.3-16","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"splines","splines","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.3.0","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.3.0",NA,NA,NA,NA,"yes","4.3.0"
"SQUAREM","SQUAREM","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"stats","stats","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.3.0","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.3.0",NA,NA,NA,NA,"yes","4.3.0"
"stats4","stats4","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.3.0","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.3.0",NA,NA,NA,NA,NA,"4.3.0"
"statsExpressions","statsExpressions","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.5.1",NA,"R (>= 4.1.0)","afex (>= 1.3-0), BayesFactor (>= 0.9.12-4.4), correlation (>=
0.8.4), datawizard (>= 0.7.1), dplyr (>= 1.1.2), effectsize (>=
0.8.3), glue, insight (>= 0.19.2), magrittr, parameters (>=
0.21.0), performance (>= 0.10.3), PMCMRplus (>= 1.9.6), purrr
(>= 1.0.1), rlang, stats, tibble (>= 3.2.1), tidyr (>= 1.3.0),
withr, WRS2, zeallot",NA,"ggplot2, knitr, metaBMA, metafor, metaplus, rmarkdown,
rstantools, survival, testthat (>= 3.1.8), utils",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"stringi","stringi","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.7.12",NA,"R (>= 3.1)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.3.0"
"stringr","stringr","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.5.0",NA,"R (>= 3.3)","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs",NA,"covr, htmltools, htmlwidgets, knitr, rmarkdown, testthat (>=
3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"summarytools","summarytools","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0.1",NA,"R (>= 2.10)","base64enc, checkmate, dplyr, grDevices, htmltools, lubridate,
magick, matrixStats, methods, pander, pryr, rapportools, stats,
tcltk, tibble, tidyr, utils",NA,"forcats, formatR, kableExtra, knitr, magrittr, rmarkdown,
rstudioapi",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"SuppDists","SuppDists","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1-9.7",NA,"R (>= 3.3.0)",NA,NA,"RcppZiggurat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"survC1","survC1","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.0-3",NA,"survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"survey","survey","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","4.2-1",NA,"R (>= 3.5.0), grid, methods, Matrix, survival","stats, graphics, splines, lattice, minqa, numDeriv, mitools
(>= 2.4)",NA,"foreign, MASS, KernSmooth, hexbin, RSQLite, quantreg,
parallel, CompQuadForm, DBI, AER",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.0"
"survIDINRI","survIDINRI","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","1.1-2",NA,"survC1, survival",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"survival","survival","/Library/Frameworks/R.framework/Versions/4.3-x86_64/Resources/library","3.5-5","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
